hab_section|hab_wikipage|pri_wikipage|type|text
4.4.12|Montane Oak Forests|NCWAP 2015 Research Priority 414|research|Conduct Green Salamander movement studies either around embedded rock outcrops or between rock outcrops.
4.4.12|Montane Oak Forests|NCWAP 2015 Research Priority 415|research|Establish studies to determine both direct and indirect impacts of pest control measures upon oak forest–dependent species. Example questions are 'What is the impact of Gypsy Moth control strategies upon local and landscape scale wildlife populations?' and 'What is the impact upon invertebrates that serve as food for vertebrates?'
4.4.12|Montane Oak Forests|NCWAP 2015 Monitoring Priority 416|monitoring|Expand monitoring frameworks to account for species that are not suited to traditional long-term monitoring protocols (e.g., hawks, nightjars [goatsuckers], owls), or for species missed under systematic monitoring due to small population sizes or limited ranges in North Carolina.
4.4.12|Montane Oak Forests|NCWAP 2015 Monitoring Priority 417|monitoring|Track oak habitat trends (e.g., rate of loss or conversion of the habitat and disease or pest affects) and consider trends in the development of long-term monitoring strategies for oak forests of the region.
4.4.12|Montane Oak Forests|NCWAP 2015 Management Practices Priority 418|management practices|Restore highly degraded stands; options include clear cutting and managing succession to control invasive species (i.e., ecological forestry).
4.4.12|Montane Oak Forests|NCWAP 2015 Management Practices Priority 419|management practices|Foster efforts to understand and implement appropriate management techniques (e.g., prescribed fire or thinning) for the benefit of the broadest array of oak forest-dependent wildlife, while taking into account specific needs of wildlife with more restrictive requirements (Artman and Downhower 2003; Ford et al. 2000).
4.4.12|Montane Oak Forests|NCWAP 2015 Management Practices Priority 420|management practices|Manage the existing conservation lands, including the use of prescribed burning to diversify structure and composition of forest understory, and other silvicultural techniques to promote regeneration. This provides an array of age class and structural composition, and promotes long-term economic sustainability of montane oak forests.
4.4.12|Montane Oak Forests|NCWAP 2015 Conservation Programs And Partnerships Priority 421|conservation programs and partnerships|Work with partners like Prescribed Fire Council and the Fire Learning Network to reinstate prescribed burning, which is perhaps the most important action that can make oak forests better able to withstand climate change.
4.4.12|Montane Oak Forests|NCWAP 2015 Conservation Programs And Partnerships Priority 422|conservation programs and partnerships|Create wildlife passages along highways and protect undeveloped connections.
4.4.12|Montane Oak Forests|NCWAP 2015 Conservation Programs And Partnerships Priority 423|conservation programs and partnerships|Identify and protect strategically important areas.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Surveys Priority 424|surveys|Determine the status of Yellow-crowned Night-heron, other colonial nesting birds, Wayne's Black-throated Green Warbler, as well as other neotropical migrants that are not well sampled by BBS.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Surveys Priority 425|surveys|Document the status and distribution of priority bat species (e.g. Rafinesque's Big-eared Bat, Northern Yellow Bat, Seminole Bat, Southeastern Bat, and Northern Long-eared Bat) in this habitat.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Surveys Priority 426|surveys|Conduct Eastern Woodrat surveys and subsequently establish standardized long-term monitoring of the species in this habitat.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Surveys Priority 427|surveys|Determine the status and distribution of Timber (Canebrake) and Pigmy rattlesnakes.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Surveys Priority 428|surveys|Survey for other SGCN and high priority species, especially snakes and lizards.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Research Priority 429|research|Conduct home-range and movement research on Timber (Canebrake) and Pigmy Rattlesnakes (possibly on other snakes of conservation concern as well).
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Research Priority 430|research|Conduct genetics research to determine if the Coastal Worm-eating Warbler is a separate sub-species.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Research Priority 431|research|Explore alternatives (herbicides or mechanical) to using fire for the initial restoration of severely fire suppressed non-alluvial wetlands.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Research Priority 432|research|Determine why some priority species use this habitat on the coast, when the same species primarily is found in the Mountains using completely different habitats (e.g., Wayne's Black-throated Green Warbler, Worm-eating Warbler, Wood Frog).
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Monitoring Priority 433|monitoring|Establish long-term monitoring for neotropical migrants that are not well tracked by BBS in this habitat type.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Management Practices Priority 434|management practices|Reintroduction of fire to unconverted nonalluvial mineral wetland sites is the single most important factor to restore these sites.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Management Practices Priority 435|management practices|Plowed firelines along transition zones between habitats should be rehabilitated (smoothed over) where possible. New firelines should be constructed when necessary. These areas should be maintained as a permanent narrow opening by discing with a tractor or by wetting with water or foam prior to a burn.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Management Practices Priority 436|management practices|Control tide water penetration and saltwater intrusion with tide gates where feasible.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Management Practices Priority 437|management practices|Where fire cannot be introduced back into the site for smoke management or other reasons, the use of a hydro-ax or other chipping machinery should be considered to control midstory.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Conservation Programs And Partnerships Priority 438|conservation programs and partnerships|Site protection and protection of surrounding areas through land acquisition or easements and cooperation with land trusts are urgently needed, as large acreages (>500 acres) are frequently clearcut all at once for agriculture, pine conversion, or development.
4.3.7|Nonalluvial Mineral Wetlands|NCWAP 2015 Conservation Programs And Partnerships Priority 439|conservation programs and partnerships|Restoration efforts may be possible in some cases through partnerships with land trusts, the Nature Conservancy, and state and federal agencies.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Surveys Priority 440|surveys|Fill in distribution gaps for Carolina Northern Flying Squirrel. Continue survey work on distributions within and between known populations.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Surveys Priority 441|surveys|Obtain baseline data on SGCN and priority species, especially species that depend on high-elevation forests.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Surveys Priority 442|surveys|Conduct shrew surveys to determine the distribution of Long-tailed, Pygmy, and Water shrews and surveys to document the response of shrews to disturbance/management.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Surveys Priority 443|surveys|Conduct surveys for rare salamanders like Weller's, Northern and Southern Pygmy, Seepage, and Tellico, as well as more common species such as Ravine Salamanders, to determine their actual distribution and better define their habitat associations.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Research Priority 444|research|Conduct genetic studies across taxonomic groups to assess degree of population isolation/gene flow and determine taxonomic status (primarily bird taxa thought to be southern Appalachian endemics).
4.4.3|Northern Hardwood Forests|NCWAP 2015 Research Priority 445|research|Initiate habitat use studies for many species to assess use of microhabitats, forest age classes, and habitat spatial relationships.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Research Priority 446|research|Conduct research on habitat management techniques to successfully establish mixed spruce–northern hardwood stands in non-forested areas or appropriate pure/young northern hardwood stands.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Research Priority 447|research|Research phenological relationships of priority species to better understand how changing climate conditions will affect seasonal availability of food resources.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Monitoring Priority 448|monitoring|Establish monitoring systems and protocols and implement programs to monitor population trends for all high-elevation species.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Monitoring Priority 449|monitoring|Develop and implement monitoring systems and protocols for population trends for all high-elevation species, including those associated with northern hardwood forest, with top priority toward rare species and secondary priority toward all species occurring in this relatively rare community of the North Carolina landscape.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Monitoring Priority 450|monitoring|Establish more Monitoring Avian Productivity and Survivorship (MAPS) stations, point counts, and migration banding stations; montane birds are not adequately picked up in BBS routes.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Management Practices Priority 451|management practices|Consider and implement silvicultural management at appropriate locations to enhance understory development, provide regeneration and habitat for disturbance-dependent species or early successional species, such as Golden-winged Warbler, and enhance mature forest conditions in young to middle-aged pure stands.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Management Practices Priority 452|management practices|Expand management of existing northern hardwood forests and adjacent habitats (particularly spruce–fir forests) to ensure the complete mix of age class, composition, and conditions necessary to sustain populations of a wide range of species that utilize this community.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Conservation Programs And Partnerships Priority 453|conservation programs and partnerships|Make particular effort to protect examples at the higher elevations, where the community is likely to persist and where the seed source for migration to higher elevations will primarily come from.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Conservation Programs And Partnerships Priority 454|conservation programs and partnerships|Protect the current habitat and connectivity of isolated patches through conservation ownership acquisition or easement.
4.4.3|Northern Hardwood Forests|NCWAP 2015 Conservation Programs And Partnerships Priority 455|conservation programs and partnerships|Increase connectivity among habitat patches, both through acquisition or management of adjacent stands. Preservation of large tracts of minimally disturbed older forests may be key to maintaining forest litter amphibian populations.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Surveys Priority 456|surveys|Conduct surveys to document priority and common species in areas poised for development (edge of urban expansion) to establish baseline populations and identify problems before development expands.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Surveys Priority 457|surveys|Determine the current baseline distribution and status of species mainly associated with oak and mixed hardwood/pine forests (especially those that are state-listed or believed to be declining) for which that information is lacking.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Research Priority 458|research|Research and identify important wildlife crossing areas; evaluate connectivity issues between intact and fragmented habitats used by priority species; work with partners to improve crossing and connectivity.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Research Priority 459|research|Conduct long-term and large-scale replicated studies that have controlled experimental approaches and that focus on population demographics and the response of species to habitat manipulations, where appropriate, for oak/mixed hardwoods forest taxa including birds, bats, small mammals, amphibians, and reptiles.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Monitoring Priority 460|monitoring|Initiate long-term monitoring for breeding neotropical migrants (especially ground-nesters and cavity-nesters), bats and small mammals (e.g., moles, shrews, rodents), amphibians that use woody debris as a microhabitat, and Timber Rattlesnakes and other secretive reptiles.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Monitoring Priority 461|monitoring|Monitor tree infestations and diseases to document potentially destructive organisms shortly after they show up, while there is still a chance to contain or eradicate the pest.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Monitoring Priority 462|monitoring|Develop standardized monitoring programs analogous to the [[Breeding Bird Survey]] for reptiles, amphibians and small mammals. Of particular interest is trend information for those species dependent upon snags and woody debris.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Management Practices Priority 463|management practices|Create transportation facilities that utilize longer bridges at streams and wetlands to minimize impacts (and thereby reduce mitigation requirements) and provide crossing options for wildlife that often travel these riparian corridors and disperse to upland communities.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Management Practices Priority 464|management practices|Work with adjacent states on mutual planning and conservation for regional species concerns, especially since some priority species are likely to expand their range due to climate change impacts.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Management Practices Priority 465|management practices|Control invasive species in the short run, while populations are relatively limited and small, to prevent greater damage by them in the future.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Management Practices Priority 466|management practices|Use infrequent prescribed fire and canopy gap management to improve forest structural heterogeneity (frequent fire will limit shrub and understory development necessary to breeding bird species).
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Management Practices Priority 467|management practices|Manage and protect mixed hardwoods/pine to promote future large, unfragmented tracts. This is especially important for amphibians, reptiles, small mammals, and bats.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Management Practices Priority 468|management practices|Target invasive and exotic species control at ecologically sensitive areas and at new and potentially manageable outbreaks.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Conservation Programs And Partnerships Priority 469|conservation programs and partnerships|Use landowner incentives to promote extending rotation lengths for timber.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Conservation Programs And Partnerships Priority 470|conservation programs and partnerships|Give a high priority to protecting movement corridors that allow dispersal between habitat blocks, especially as development and roadways fragment the few remaining large tracts of habitat. Maintaining and restoring connections between habitat blocks is critical, not only for allowing adjustments in range in response to climate change, but to maintain population resilience and adaptability more generally.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Conservation Programs And Partnerships Priority 471|conservation programs and partnerships|Give priority to restoring connections that are lost due to construction of four-lane highways and other roads that create nearly impassible barriers for all animals except those capable of flight.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Conservation Programs And Partnerships Priority 472|conservation programs and partnerships|Direct county and state-level land use planning to minimize development within large, unfragmented tracts of forests. This would be most appropriate and effective in the regions that are, as yet, not heavily developed, including Montgomery, Stanly, Randolph and Richmond counties in the southern Piedmont, and the northern tier counties of Surry, Stokes, Rockingham, Caswell, Person, and Granville.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Conservation Programs And Partnerships Priority 473|conservation programs and partnerships|Concentrate planning for future infrastructure (roads, water lines, etc.) closer to existing development and avoid dissecting larger tracks of unfragmented forest.
4.4.11|Oak and Mixed Hardwood/Pine Forests and Managed Timber|NCWAP 2015 Conservation Programs And Partnerships Priority 474|conservation programs and partnerships|Make attempts to provide large core areas of forest and to connect isolated patches of forests. Cooper (2000) recommends that core areas be at least 16,000 acres in size to produce viable populations of forest-interior birds, like Scarlet Tanager. Large core areas will be important for reptiles like Eastern Box Turtle and Timber Rattlesnake, which suffer high mortality when crossing roads.
4.3.8|Pocosins|NCWAP 2015 Surveys Priority 475|surveys|Determine status and distribution for Wayne's Black-throated Green Warbler, Worm-eating warbler, Swainson's Warbler, Black-billed Cuckoo (may warrant further documentation), and other neotropical migrants.
4.3.8|Pocosins|NCWAP 2015 Research Priority 476|research|Examine the relationship between habitat patch size and nesting success of shrubland birds (Burhans and Thompson 1999) and habitat use by small mammals (Litvaitis 2001).
4.3.8|Pocosins|NCWAP 2015 Research Priority 477|research|Determine the best ways to burn these sites, or alternative management that will mimic the effects of fire at sites where birds, mammals, reptiles, and amphibians are being monitored.
4.3.8|Pocosins|NCWAP 2015 Research Priority 478|research|Determine how the use of chipping (using a hydro-ax or other heavy chipping machinery) midstory and understory vegetation affects the plant and animal communities. This practice is becoming more common, particularly in areas where Red-cockaded Woodpeckers are present.
4.3.8|Pocosins|NCWAP 2015 Research Priority 479|research|Conduct studies to obtain basic demographic information on priority birds, small mammals, amphibians, and reptiles.
4.3.8|Pocosins|NCWAP 2015 Monitoring Priority 480|monitoring|Develop or enhance long-term monitoring for breeding and wintering birds, amphibians and reptiles, and mammal populations (including bats) that use this habitat (Ellis et al. 2002; Taylor and Jones 2002).
4.3.8|Pocosins|NCWAP 2015 Management Practices Priority 481|management practices|Restore hydrology by reversing the effects of artificial drainage, as this is probably the most important action to protect pocosins.
4.3.8|Pocosins|NCWAP 2015 Management Practices Priority 482|management practices|Institute a prescribed fire regime, especially on conserved lands. Burning can often be accomplished on uplands without the use of fire-lines in transition zones between upland sites and pocosin habitats (especially in winter). This promotes a healthy transition zone between the two habitats that is critical for many plant species and allows for nutrient flow to some pocosin habitats.
4.3.8|Pocosins|NCWAP 2015 Conservation Programs And Partnerships Priority 483|conservation programs and partnerships|Focus land acquisition on consolidating these areas into larger holdings so that they may be managed through fire.
4.3.8|Pocosins|NCWAP 2015 Conservation Programs And Partnerships Priority 484|conservation programs and partnerships|Discern and offer increased protection to specialized pocosin types. Though extensive amounts of pocosin lands are already protected, some require more protection, such as Carolina bays (Bladen Lakes area) and white cedar stands.
4.3.8|Pocosins|NCWAP 2015 Conservation Programs And Partnerships Priority 485|conservation programs and partnerships|Discern and offer increased protection to specialized pocosin types. Though extensive amounts of pocosin lands are already protected, some require more protection, such as Carolina bays (Bladen Lakes area) and white cedar stands.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Surveys Priority 486|surveys|Determine the status and distribution of reservoir-associated birds (e.g., ospreys, herons, swallows, possibly rails) and help identify threats to populations.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Surveys Priority 487|surveys|Survey for shorebird migration activity on large reservoirs (e.g., Falls Lake, Kerr Lake) in spring, summer and fall.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Surveys Priority 488|surveys|Conduct frog call surveys and support the volunteer and citizen science programs that participate in these surveys.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Research Priority 489|research|Track and identify problems associated with avian vacuolar myelinopathy that cause mortality in American Coots, other waterfowl and Bald Eagles (Augspurger et al. 2003).
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Research Priority 490|research|Assess the impacts of Federal Energy Regulatory Commission-mandated changes in water releases at hydroelectric dams on priority species.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Research Priority 491|research|Study the impacts of commercial collecting of turtles on population dynamics, and the impact that the 2003 turtle law may have on the trade. This 2003 Session Law amended General Statute 113-333(a) to limit possession and commercial taking of certain amphibian and reptile species when NCWRC determined the species requires conservation measures to prevent addition of the species to the protected animal lists. Section 3.1.1 provides additional information about General Statutes in North Carolina.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Monitoring Priority 492|monitoring|Continue monitoring Bald Eagle breeding activity.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Monitoring Priority 493|monitoring|Conduct monitoring for waterbirds and rails to help determine population trends.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Monitoring Priority 494|monitoring|Monitor Pond Turtles and Common Ribbonsnakes to track population trends.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Management Practices Priority 495|management practices|Maintain natural shoreline vegetation and the structure of adjacent terrestrial habitats if possible (many wetland-related amphibian and reptile species rely on both aquatic and drier upland sites for their life history and seasonal migrations).
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Management Practices Priority 496|management practices|Retain or create snags, logs, rocks, and other structures used by basking reptiles.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Management Practices Priority 497|management practices|Reduce disturbance and development along raceways and near Bald Eagle nest trees.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Management Practices Priority 498|management practices|Identify invasive and exotic species, their impacts on native wildlife, and practical methods for removal or control.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Management Practices Priority 499|management practices|Plant native vegetation where appropriate to provide aquatic and terrestrial habitatand to reduce erosion and sedimentation.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Conservation Programs And Partnerships Priority 500|conservation programs and partnerships|Limit lakeshoredevelopment at sites where there is no protected buffer land.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Conservation Programs And Partnerships Priority 501|conservation programs and partnerships|Acquire lakeshorebuffer lands (as was done at Jordan and Falls reservoirs) to exclude development.
4.2.13|Reservoirs and Impoundments|NCWAP 2015 Conservation Programs And Partnerships Priority 502|conservation programs and partnerships|Implement conservation strategies where appropriate to protect downstream reaches of relic dams where there are known populations of priority mussel species.
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Surveys Priority 503|surveys|Conduct distributional and status surveys for pelagic and shore birds, small mammals, and reptiles that may utilize this habitat.
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Research Priority 504|research|Research to facilitate appropriate conservation actions includes habitat use/preferences, spawning location and timing, fecundity, population dynamics, population genetics, feeding, competition, and predation.
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Monitoring Priority 505|monitoring|Develop long-term monitoring to identify population trends and to assess performance of conservation actions. Monitoring plans should be coordinated with other existing monitoring programs where feasible.
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Monitoring Priority 506|monitoring|Design an ecological monitoring system that can measure how the beach ecosystem responds to human pressures particular to the coastline. Use long-term monitoring to measure the changing health of the beach in response to long-term and cumulative pressures (Peterson and Manning 2001).
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Monitoring Priority 507|monitoring|Conduct ecological monitoring before, during, and after construction of shoreline hardening structures and beach renourishment projects to best understand the extent to which the beach ecosystem changes. Monitoring should also continue well after project completion to understand long-term effects of this anthropogenic disturbance, as well as cumulative effects of multiple nourishment projects. Scientists should use a scientifically and statistically robust monitoring design that looks at multiple indicators of beach ecosystem health. Analysis of data should include a test of statistical power (Peterson and Manning 2001).
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Management Practices Priority 508|management practices|Minimize the negative effects on beach ecology from beach renourishment projects by following a set of BMPs that include proper sediment choice, timing, spatial implementation, site-based design, ecological monitoring, and minimizing conflicts of interest
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Management Practices Priority 509|management practices|Break large renourishment projects into smaller project zones in order to minimize impacts of direct burial to turtle nests. Intersperse project zones with untouched beach to facilitate recolonization of invertebrate fauna (Speybroeck et al. 2006).
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Management Practices Priority 510|management practices|Complete renourishment projects before the start of the warm season to improve chances of invertebrate recolonization. Project implementation should be avoided at times that coincide with critical life stages of sensitive species, such as beach-nesting turtles or piping plover nesting seasons (Speybroeck et al. 2006).
4.4.16|Sand, Shell, and Wrack Active Shoreline|NCWAP 2015 Management Practices Priority 511|management practices|Although protected by law in North Carolina, feral horse herds should be restricted from some areas where they currently roam free. Such restriction would be particularly beneficial at Shackleford Banks and Currituck National Wildlife Refuge (Porter et al. 2014). Use exclosures to fence off portions of barrier islands where feral horses still occur, allowing recovery of maritime grassland communities.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Surveys Priority 512|surveys|Determine the distribution and abundance of aquatic species, especially the Gulf Coast Spiny Softshell, Striped Mud Turtle, and Eastern Mudsnake.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Surveys Priority 513|surveys|Gather better information about the status and distribution of common species associated with riverine habitats (e.g., Three-lined Salamander, Common Ribbonsnake).
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Surveys Priority 514|surveys|Expand research, survey, and monitoring efforts beyond collecting presence–absence data, to look at long-term trends across species groups, habitats, and the effects of management actions.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Research Priority 515|research|Conduct studies to document the levels of EDCs in wastewater discharges and identify measures that will reduce or eliminate EDCs from wastewater prior to discharge.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Research Priority 516|research|Determine the impacts of “snagging” (removing woody debris after storms) on wildlife populations.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Research Priority 517|research|Conduct research to investigate Nutria population densities, population growth rates, dispersal range, and extent of property damage from burrowing and herbivory.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Research Priority 518|research|Determine the effect Beaver ponds have on downstream movement of pollutants (toxins and sediments).
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Management Practices Priority 519|management practices|Seek opportunities to restore canebreak communities through controlled burning or other management strategies.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Management Practices Priority 520|management practices|Maintain large trees around reservoirs for potential eagle nests, and maintain forest cover in the tailrace below dams for eagle foraging.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Management Practices Priority 521|management practices|Participate in mutual planning with adjacent states for regional species concerns, because some priority species are likely to expand their range due to climate change impacts.
4.2.8|Small River Systems/Large Creeks|NCWAP 2015 Management Practices Priority 522|management practices|Plant riparian areas with vegetation with a broad elevational range within a particular watershed. Also plant vegetation with broad hydrologic tolerance to promote resilience from climate change.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Surveys Priority 523|surveys|Conduct surveys for species for which current distribution information is already available or for species that are considered common or invasive (e.g., Gray Fox, Raccoon, Coyote).
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Surveys Priority 524|surveys|Develop long-term monitoring strategies to document population trends, from which conservation strategies can be specifically designed to target those species (e.g., Coyote).
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Research Priority 525|research|Research and identify important wildlife crossing areas; evaluate connectivity issues between intact and fragmented habitats used by priority species; work with partners to improve crossing and connectivity.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Management Practices Priority 526|management practices|Maintain and restore connections between habitat blocks, not only to allow adjustments in range in response to climate change, but to maintain genetic connectivity, population resilience and adaptability more generally.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Management Practices Priority 527|management practices|Transportation facilities that utilize longer bridges at streams and wetlands not only minimize impacts (and thereby reduce mitigation requirements) but also provide crossing options for wildlife that often travel riparian corridors. Wildlife underpasses should be constructed for all new highway projects, as these reduce wildlife-vehicle collisions, conserve important travel corridors, and provide linkages for bear populations and many other wildlife species.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Management Practices Priority 528|management practices|Limit the development of roads or other infrastructure within large unfragmented blocks, as this would promote the development of denser human settlement or create connectivity barriers through fragmentation.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Conservation Programs And Partnerships Priority 529|conservation programs and partnerships|Work cooperatively with other agencies to define sustainable forestry criteria for biomass production.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Conservation Programs And Partnerships Priority 530|conservation programs and partnerships|Protect existing large blocks of habitat and restoreconnections between these blocks in order to benefit the species in this group and to enhance the viability of the state's native biodiversity overall.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Conservation Programs And Partnerships Priority 531|conservation programs and partnerships|Protect smaller tracts that are situated between blocks so they can function as a corridor between conservation sites.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Conservation Programs And Partnerships Priority 532|conservation programs and partnerships|In the Coastal Plain, give a high priority to protecting movement corridors that allow inland migration away from inundating areas along the sounds and seacoast.
4.4.18|Sparsely Settled Mixed Habitats|NCWAP 2015 Conservation Programs And Partnerships Priority 533|conservation programs and partnerships|Over the state as a whole, give a high priority to restoring connections that are lost due to construction of four-lane highways and other roads that create near-impassible barriers for all animals except those capable of flight.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Surveys Priority 534|surveys|Determine the distribution, relative abundance, and status of all wildlife species associated with spruce–fir forests.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Surveys Priority 535|surveys|Focus survey priorities on species believed to be declining, at risk, or exclusively dependent on spruce–fir forest communities (e.g., the Red Crossbill, Brown Creeper, Black-capped Chickadee, Rock Vole, Rock Shrew, Carolina Northern Flying Squirrel, Weller's Salamander, Northern and Southern Pigmy Salamanders, etc.).
4.4.2|Spruce-Fir Forest|NCWAP 2015 Surveys Priority 536|surveys|Collect baseline microhabitat and microclimate characteristics in spruce–fir salamander communities.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Research Priority 537|research|Conduct studies to explore the degree of endemism of southern Appalachian populations (e.g., Pine Siskins, Red Crossbills, Northern Saw-whet Owls, Black-capped Chickadees, etc.).
4.4.2|Spruce-Fir Forest|NCWAP 2015 Research Priority 538|research|Conduct studies to explore the degree of genetic isolation of species restricted to high elevations (e.g., Carolina Northern Flying Squirrels, Rock Voles, Rock Shrews, Weller's Salamanders, Northern Saw-whet Owls, etc.).
4.4.2|Spruce-Fir Forest|NCWAP 2015 Research Priority 539|research|Conduct research on population demographics including trends, population structure, survivorship, reproduction, and population viability for all spruce–fir associated species/groups.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Research Priority 540|research|Species phenology needs to be investigated, especially where there are endemic populations.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Monitoring Priority 541|monitoring|Expand and/or target monitoring systems to assess current population status and trend information for all wildlife species associated with spruce–fir forests.
