search_term,id
sand flat ,saw-hab-sand-flat
 urban or built up land,macs-hab-urban-or-built-up-land
 residential,macs-hab-residential
 commercial and services,macs-hab-commercial-and-services
 industrial,macs-hab-industrial
 transportation communications and utilities,macs-hab-transportation-communications-and-utilities
 industrial and commercial complexes,macs-hab-industrial-and-commercial-complexes
 mixed urban or built up land,macs-hab-mixed-urban-or-built-up-land
 other urban or built up land,macs-hab-other-urban-or-built-up-land
 agricultural land ,macs-hab-agricultural-land
 cropland and pasture,macs-hab-cropland-and-pasture
 orchards groves vineyards nurseries and ornamental horticultural areas,macs-hab-orchards-groves-vineyards-nurseries-and-ornamental-horticultural-areas
 confined feeding operations,macs-hab-confined-feeding-operations
 other agricultural land,macs-hab-other-agricultural-land
 rangeland,macs-hab-rangeland
 herbaceous rangeland,macs-hab-herbaceous-rangeland
 shrub and brush rangeland,macs-hab-shrub-and-brush-rangeland
 mixed rangeland,macs-hab-mixed-rangeland
 forest land,macs-hab-forest-land
 deciduous forest land,macs-hab-deciduous-forest-land
 evergreen forest land,macs-hab-evergreen-forest-land
 mixed forest land,macs-hab-mixed-forest-land
 water,macs-hab-water
 streams and canals,macs-hab-streams-and-canals
 lakes,macs-hab-lakes
 reservoirs,macs-hab-reservoirs
 bays and estuaries,macs-hab-bays-and-estuaries
 wetland,macs-hab-wetland
 forested wetland,macs-hab-forested-wetland
 nonforested wetland,macs-hab-nonforested-wetland
 barren land,macs-hab-barren-land
 dry salt flats,macs-hab-dry-salt-flats
 beaches,macs-hab-beaches
 sandy areas other than beaches,macs-hab-sandy-areas-other-than-beaches
 bare exposed rock,macs-hab-bare-exposed-rock
 strip mines quarries and gravel pits,macs-hab-strip-mines-quarries-and-gravel-pits
 transitional areas,macs-hab-transitional-areas
 mixed barren land,macs-hab-mixed-barren-land
 tundra,macs-hab-tundra
 shrub and brush tundra,macs-hab-shrub-and-brush-tundra
 herbaceous tundra,macs-hab-herbaceous-tundra
 bare ground tundra,macs-hab-bare-ground-tundra
 wet tundra,macs-hab-wet-tundra
 mixed tundra,macs-hab-mixed-tundra
 perennial snow or ice,macs-hab-perennial-snow-or-ice
 perennial snowfields,macs-hab-perennial-snowfields
 glaciers,macs-hab-glaciers
M211D,bailey-hab-adirondack-highlands-section
Adirondack Highlands Section,bailey-hab-adirondack-highlands-section
M211,bailey-hab-adirondack-new-england-mixed-forest-coniferous-forest-alpine-meadow-province
Adirondack New England Mixed Forest Coniferous Forest Alpine Meadow Province,bailey-hab-adirondack-new-england-mixed-forest-coniferous-forest-alpine-meadow-province
M221B,bailey-hab-allegheny-mountains-section
Allegheny Mountains Section,bailey-hab-allegheny-mountains-section
322,bailey-hab-american-semidesert-and-desert-province
American Semidesert and Desert Province,bailey-hab-american-semidesert-and-desert-province
M313,bailey-hab-arizona-new-mexico-mountains-semidesert-open-woodland-coniferous-forest-alpine-meadow-province
Arizona New Mexico Mountains Semidesert Open Woodland Coniferous Forest Alpine Meadow Province,bailey-hab-arizona-new-mexico-mountains-semidesert-open-woodland-coniferous-forest-alpine-meadow-province
234E,bailey-hab-arkansas-alluvial-plains-section
Arkansas Alluvial Plains Section,bailey-hab-arkansas-alluvial-plains-section
331I,bailey-hab-arkansas-tablelands-section
Arkansas Tablelands Section,bailey-hab-arkansas-tablelands-section
231G,bailey-hab-arkansas-valley-section
Arkansas Valley Section,bailey-hab-arkansas-valley-section
211A,bailey-hab-aroostook-hills-and-lowlands-section
Aroostook Hills and Lowlands Section,bailey-hab-aroostook-hills-and-lowlands-section
234C,bailey-hab-atchafalaya-and-red-river-alluvial-plains-section
Atchafalaya and Red River Alluvial Plains Section ,bailey-hab-atchafalaya-and-red-river-alluvial-plains-section
232C,bailey-hab-atlantic-coastal-flatwoods-section
Atlantic Coastal Flatwoods Section,bailey-hab-atlantic-coastal-flatwoods-section
342E,bailey-hab-bear-lake-section
Bear Lake Section,bailey-hab-bear-lake-section
M332E,bailey-hab-beaverhead-mountains-section
Beaverhead Mountains Section ,bailey-hab-beaverhead-mountains-section
M332D,bailey-hab-belt-mountains-meadow-section
Belt Mountains Meadow Section ,bailey-hab-belt-mountains-meadow-section
331N,bailey-hab-belt-mountains-section
Belt Mountains Section ,bailey-hab-belt-mountains-section
342A,bailey-hab-bighorn-basin-section
Bighorn Basin Section,bailey-hab-bighorn-basin-section
M331B,bailey-hab-bighorn-mountains-section
Bighorn Mountains Section ,bailey-hab-bighorn-mountains-section
M333D,bailey-hab-bitterroot-mountains-section
Bitterroot Mountains Section,bailey-hab-bitterroot-mountains-section
M334,bailey-hab-black-hills-coniferous-forest-province
Black Hills Coniferous Forest Province,bailey-hab-black-hills-coniferous-forest-province
M334A,bailey-hab-black-hills-section
Black Hills Section,bailey-hab-black-hills-section
255B,bailey-hab-blackland-prairies-section
Blackland Prairies Section ,bailey-hab-blackland-prairies-section
342H,bailey-hab-blue-mountain-foothills-section
Blue Mountain Foothills Section,bailey-hab-blue-mountain-foothills-section
M332G,bailey-hab-blue-mountains-section
Blue Mountains Section,bailey-hab-blue-mountains-section
M221D,bailey-hab-blue-ridge-mountains-section
Blue Ridge Mountains Section,bailey-hab-blue-ridge-mountains-section
341A,bailey-hab-bonneville-basin-section
Bonneville Basin Section,bailey-hab-bonneville-basin-section
M223A,bailey-hab-boston-mountains-section
Boston Mountains Section,bailey-hab-boston-mountains-section
261,bailey-hab-california-coastal-chaparral-forest-and-shrub-province
California Coastal Chaparral Forest and Shrub Province ,bailey-hab-california-coastal-chaparral-forest-and-shrub-province
M262,bailey-hab-california-coastal-range-open-woodland-shrub-coniferous-forest-meadow-province
California Coastal Range Open Woodland Shrub Coniferous Forest Meadow Province,bailey-hab-california-coastal-range-open-woodland-shrub-coniferous-forest-meadow-province
263,bailey-hab-california-coastal-steppe-mixed-forest-and-redwood-forest-province
"California Coastal Steppe, Mixed Forest, and Redwood Forest Province  ",bailey-hab-california-coastal-steppe-mixed-forest-and-redwood-forest-province
262,bailey-hab-california-dry-steppe-province
California Dry Steppe Province,bailey-hab-california-dry-steppe-province
M242,bailey-hab-cascade-mixed-forest-coniferous-forest-alpine-meadow-province
Cascade Mixed Forest Coniferous Forest Alpine Meadow Province  ,bailey-hab-cascade-mixed-forest-coniferous-forest-alpine-meadow-province
211I,bailey-hab-catskill-mountains-section
Catskill Mountains Section ,bailey-hab-catskill-mountains-section
M221,bailey-hab-central-appalachian-broadleaf-forest-coniferous-forest-meadow-province
Central Appalachian Broadleaf Forest Coniferous Forest Meadow Province,bailey-hab-central-appalachian-broadleaf-forest-coniferous-forest-meadow-province
231I,bailey-hab-central-appalachian-piedmont-section
Central Appalachian Piedmont Section,bailey-hab-central-appalachian-piedmont-section
342F,bailey-hab-central-basin-and-hills-section
Central Basin and Hills Section,bailey-hab-central-basin-and-hills-section
M262A,bailey-hab-central-california-coast-ranges-section
Central California Coast Ranges Section,bailey-hab-central-california-coast-ranges-section
261A,bailey-hab-central-california-coast-section
Central California Coast Section,bailey-hab-central-california-coast-section
251C,bailey-hab-central-dissected-till-plains-section
Central Dissected Till Plains Section ,bailey-hab-central-dissected-till-plains-section
255D,bailey-hab-central-gulf-prairies-and-marshes-section
Central Gulf Prairies and Marshes Section,bailey-hab-central-gulf-prairies-and-marshes-section
331H,bailey-hab-central-high-plains-section
Central High Plains Section ,bailey-hab-central-high-plains-section
331C,bailey-hab-central-high-tablelands-section
Central High Tablelands Section,bailey-hab-central-high-tablelands-section
223,bailey-hab-central-interior-broadleaf-forest-province
Central Interior Broadleaf Forest Province,bailey-hab-central-interior-broadleaf-forest-province
211D,bailey-hab-central-maine-coastal-and-embayment-section
Central Maine Coastal and Embayment Section,bailey-hab-central-maine-coastal-and-embayment-section
221J,bailey-hab-central-ridge-and-valley-section
Central Ridge and Valley Section,bailey-hab-central-ridge-and-valley-section
315H,bailey-hab-central-rio-grande-intermontaine-section
Central Rio Grande Intermontaine Section ,bailey-hab-central-rio-grande-intermontaine-section
251D,bailey-hab-central-till-plains-and-grand-prairies-section
Central Till Plains and Grand Prairies Section,bailey-hab-central-till-plains-and-grand-prairies-section
222H,bailey-hab-central-till-plains-beech-maple-section
Central Till Plains Beech Maple Section,bailey-hab-central-till-plains-beech-maple-section
223G,bailey-hab-central-till-plains-oak-hickory-section
Central Till Plains Oak Hickory Section ,bailey-hab-central-till-plains-oak-hickory-section
M332F,bailey-hab-challis-volcanics-section
Challis Volcanics Section ,bailey-hab-challis-volcanics-section
321A,bailey-hab-chihuahuan-desert-basin-and-range-section
Chihuahuan Desert Basin and Range Section,bailey-hab-chihuahuan-desert-basin-and-range-section
321,bailey-hab-chihuahuan-semidesert-province
Chihuahuan Semidesert Province,bailey-hab-chihuahuan-semidesert-province
232F,bailey-hab-coastal-plains-and-flatwoods-western-gulf-section
Coastal Plains and Flatwoods Western Gulf Section,bailey-hab-coastal-plains-and-flatwoods-western-gulf-section
231H,bailey-hab-coastal-plains-loess-section
Coastal Plains Loess Section ,bailey-hab-coastal-plains-loess-section
231B,bailey-hab-coastal-plains-middle-section
Coastal Plains Middle Section,bailey-hab-coastal-plains-middle-section
322C,bailey-hab-colorado-desert-section
Colorado Desert Section,bailey-hab-colorado-desert-section
313,bailey-hab-colorado-plateau-semidesert-province
Colorado Plateau Semidesert Province,bailey-hab-colorado-plateau-semidesert-province
342I,bailey-hab-columbia-basin-section
Columbia Basin Section ,bailey-hab-columbia-basin-section
255A,bailey-hab-cross-timbers-and-prairies-section
Cross Timbers and Prairies Section,bailey-hab-cross-timbers-and-prairies-section
342J,bailey-hab-eastern-basin-and-range-section
Eastern Basin and Range Section,bailey-hab-eastern-basin-and-range-section
221,bailey-hab-eastern-broadleaf-forest-province
Eastern Broadleaf Forest Province ,bailey-hab-eastern-broadleaf-forest-province
M242C,bailey-hab-eastern-cascades-section
Eastern Cascades Section,bailey-hab-eastern-cascades-section
315G,bailey-hab-eastern-rolling-plains-section
Eastern Rolling Plains Section,bailey-hab-eastern-rolling-plains-section
212R,bailey-hab-eastern-upper-peninsula-section
Eastern Upper Peninsula Section,bailey-hab-eastern-upper-peninsula-section
M341A,bailey-hab-east-great-basin-and-mountains-section
East Great Basin and Mountains Section,bailey-hab-east-great-basin-and-mountains-section
315D,bailey-hab-edwards-plateau-section
Edwards Plateau Section,bailey-hab-edwards-plateau-section
222I,bailey-hab-erie-and-ontario-lake-plain-section
Erie and Ontario Lake Plain Section,bailey-hab-erie-and-ontario-lake-plain-section
411,bailey-hab-everglades-province
Everglades Province,bailey-hab-everglades-province
411A,bailey-hab-everglades-section
Everglades Section,bailey-hab-everglades-section
M333B,bailey-hab-flathead-valley-section
Flathead Valley Section ,bailey-hab-flathead-valley-section
251F,bailey-hab-flint-hills-section
Flint Hills Section,bailey-hab-flint-hills-section
232G,bailey-hab-florida-coastal-lowlands-atlantic-section
Florida Coastal Lowlands Atlantic Section,bailey-hab-florida-coastal-lowlands-atlantic-section
232D,bailey-hab-florida-coastal-lowlands-gulf-section
Florida Coastal Lowlands Gulf Section,bailey-hab-florida-coastal-lowlands-gulf-section
232K,bailey-hab-florida-coastal-plains-central-highlands-section
Florida Coastal Plains Central Highlands Section,bailey-hab-florida-coastal-plains-central-highlands-section
211C,bailey-hab-fundy-coastal-and-interior-section
Fundy Coastal and Interior Section,bailey-hab-fundy-coastal-and-interior-section
331L,bailey-hab-glaciated-northern-grasslands-section
Glaciated Northern Grasslands Section ,bailey-hab-glaciated-northern-grasslands-section
313A,bailey-hab-grand-canyon-section
Grand Canyon Section,bailey-hab-grand-canyon-section
331,bailey-hab-great-plains-palouse-dry-steppe-province
Great Plains Palouse Dry Steppe Province ,bailey-hab-great-plains-palouse-dry-steppe-province
332,bailey-hab-great-plains-steppe-province
Great Plains Steppe Province,bailey-hab-great-plains-steppe-province
262A,bailey-hab-great-valley-section
Great Valley Section ,bailey-hab-great-valley-section
212Z,bailey-hab-green-bay-manitowac-upland-section
Green Bay Manitowac Upland Section,bailey-hab-green-bay-manitowac-upland-section
342G,bailey-hab-green-river-basin-section
Green River Basin Section,bailey-hab-green-river-basin-section
M211C,bailey-hab-green-taconic-berkshire-mountains-section
"Green, Taconic, Berkshire Mountains Section",bailey-hab-green-taconic-berkshire-mountains-section
232L,bailey-hab-gulf-coastal-lowlands-section
Gulf Coastal Lowlands Section,bailey-hab-gulf-coastal-lowlands-section
232B,bailey-hab-gulf-coastal-plains-and-flatwoods-section
Gulf Coastal Plains and Flatwoods Section ,bailey-hab-gulf-coastal-plains-and-flatwoods-section
221B,bailey-hab-hudson-valley-section
Hudson Valley Section,bailey-hab-hudson-valley-section
M332A,bailey-hab-idaho-batholith-section
Idaho Batholith Section ,bailey-hab-idaho-batholith-section
223F,bailey-hab-interior-low-plateau-bluegrass-section
Interior Low Plateau Bluegrass Section ,bailey-hab-interior-low-plateau-bluegrass-section
223E,bailey-hab-interior-low-plateau-highland-rim-section
Interior Low Plateau Highland Rim Section,bailey-hab-interior-low-plateau-highland-rim-section
223D,bailey-hab-interior-low-plateau-shawnee-hills-section
Interior Low Plateau Shawnee Hills Section ,bailey-hab-interior-low-plateau-shawnee-hills-section
223B,bailey-hab-interior-low-plateau-transition-hills-section
Interior Low Plateau Transition Hills Section,bailey-hab-interior-low-plateau-transition-hills-section
341,bailey-hab-intermountain-semidesert-and-desert-province
Intermountain Semidesert and Desert Province ,bailey-hab-intermountain-semidesert-and-desert-province
342,bailey-hab-intermountain-semidesert-province
Intermountain Semidesert Province,bailey-hab-intermountain-semidesert-province
M261A,bailey-hab-klamath-mountains-section
Klamath Mountains Section,bailey-hab-klamath-mountains-section
222N,bailey-hab-lake-agassiz-aspen-parklands-section
Lake Agassiz Aspen Parklands Section ,bailey-hab-lake-agassiz-aspen-parklands-section
222U,bailey-hab-lake-whittlesey-glaciolacustrine-plain-section
Lake Whittlesey Glaciolacustrine Plain Section ,bailey-hab-lake-whittlesey-glaciolacustrine-plain-section
212,bailey-hab-laurentian-mixed-forest-province
Laurentian Mixed Forest Province,bailey-hab-laurentian-mixed-forest-province
232E,bailey-hab-louisiana-coastal-prairies-and-marshes-section
Louisiana Coastal Prairies and Marshes Section,bailey-hab-louisiana-coastal-prairies-and-marshes-section
234,bailey-hab-lower-mississippi-riverine-forest-province
Lower Mississippi Riverine Forest Province,bailey-hab-lower-mississippi-riverine-forest-province
221A,bailey-hab-lower-new-england-section
Lower New England Section,bailey-hab-lower-new-england-section
211B,bailey-hab-maine-new-brunswick-foothills-and-lowlands-section
Maine New Brunswick Foothills and Lowlands Section ,bailey-hab-maine-new-brunswick-foothills-and-lowlands-section
231E,bailey-hab-mid-coastal-plains-western-section
Mid Coastal Plains Western Section,bailey-hab-mid-coastal-plains-western-section
232H,bailey-hab-middle-atlantic-coastal-plains-and-flatwoods-section
Middle Atlantic Coastal Plains and Flatwoods Section,bailey-hab-middle-atlantic-coastal-plains-and-flatwoods-section
M332,bailey-hab-middle-rocky-mountain-steppe-coniferous-forest-alpine-meadow-province
Middle Rocky Mountain Steppe Coniferous Forest Alpine Meadow Province,bailey-hab-middle-rocky-mountain-steppe-coniferous-forest-alpine-meadow-province
222,bailey-hab-midwest-broadleaf-forest-province
Midwest Broadleaf Forest Province ,bailey-hab-midwest-broadleaf-forest-province
222M,bailey-hab-minnesota-and-northeast-iowa-morainal-oak-savanna-section
Minnesota and Northeast Iowa Morainal Oak Savanna Section,bailey-hab-minnesota-and-northeast-iowa-morainal-oak-savanna-section
331M,bailey-hab-missouri-plateau-section
Missouri Plateau Section,bailey-hab-missouri-plateau-section
M261G,bailey-hab-modoc-plateau-section
Modoc Plateau Section,bailey-hab-modoc-plateau-section
322A,bailey-hab-mojave-desert-section
Mojave Desert Section,bailey-hab-mojave-desert-section
341D,bailey-hab-mono-section
Mono Section,bailey-hab-mono-section
313B,bailey-hab-navaho-canyonlands-section
Navaho Canyonlands Section,bailey-hab-navaho-canyonlands-section
251H,bailey-hab-nebraska-rolling-hills-section
Nebraska Rolling Hills Section,bailey-hab-nebraska-rolling-hills-section
332C,bailey-hab-nebraska-sand-hills-section
Nebraska Sand Hills Section,bailey-hab-nebraska-sand-hills-section
M341,bailey-hab-nevada-utah-mountains-semidesert-coniferous-forest-alpine-meadow-province
Nevada Utah Mountains Semidesert Coniferous Forest Alpine Meadow Province,bailey-hab-nevada-utah-mountains-semidesert-coniferous-forest-alpine-meadow-province
M211B,bailey-hab-new-england-piedmont-section
New England Piedmont Section,bailey-hab-new-england-piedmont-section
251B,bailey-hab-north-central-glaciated-plains-section
North Central Glaciated Plains Section,bailey-hab-north-central-glaciated-plains-section
332D,bailey-hab-north-central-great-plains-section
North Central Great Plains Section,bailey-hab-north-central-great-plains-section
M331H,bailey-hab-north-central-highlands-and-rocky-mountains-section
North Central Highlands and Rocky Mountains Section ,bailey-hab-north-central-highlands-and-rocky-mountains-section
331K,bailey-hab-north-central-highlands-section
North Central Highlands Section,bailey-hab-north-central-highlands-section
222L,bailey-hab-north-central-us-driftless-and-escarpment-section
North Central US Driftless and Escarpment Section ,bailey-hab-north-central-us-driftless-and-escarpment-section
212Q,bailey-hab-north-central-wisconsin-uplands-section
North Central Wisconsin Uplands Section,bailey-hab-north-central-wisconsin-uplands-section
332A,bailey-hab-northeastern-glaciated-plains-section
Northeastern Glaciated Plains Section,bailey-hab-northeastern-glaciated-plains-section
331E,bailey-hab-northeastern-glaciated-plains-section-palouse
Northeastern Glaciated Plains Section Palouse,bailey-hab-northeastern-glaciated-plains-section-palouse
341G,bailey-hab-northeastern-great-basin-section
Northeastern Great Basin Section,bailey-hab-northeastern-great-basin-section
211,bailey-hab-northeastern-mixed-forest-province
Northeastern Mixed Forest Province,bailey-hab-northeastern-mixed-forest-province
221D,bailey-hab-northern-appalachian-piedmont-section
Northern Appalachian Piedmont Section ,bailey-hab-northern-appalachian-piedmont-section
232I,bailey-hab-northern-atlantic-coastal-flatwoods-section
Northern Atlantic Coastal Flatwoods Section ,bailey-hab-northern-atlantic-coastal-flatwoods-section
232A,bailey-hab-northern-atlantic-coastal-plain-section
Northern Atlantic Coastal Plain Section ,bailey-hab-northern-atlantic-coastal-plain-section
M261B,bailey-hab-northern-california-coast-ranges-section
Northern California Coast Ranges Section ,bailey-hab-northern-california-coast-ranges-section
263A,bailey-hab-northern-california-coast-section
Northern California Coast Section,bailey-hab-northern-california-coast-section
M261C,bailey-hab-northern-california-interior-coast-ranges-section
Northern California Interior Coast Ranges Section,bailey-hab-northern-california-interior-coast-ranges-section
341B,bailey-hab-northern-canyon-lands-section
Northern Canyon Lands Section,bailey-hab-northern-canyon-lands-section
M242D,bailey-hab-northern-cascades-section
Northern Cascades Section,bailey-hab-northern-cascades-section
M221C,bailey-hab-northern-cumberland-mountains-section
Northern Cumberland Mountains Section,bailey-hab-northern-cumberland-mountains-section
221H,bailey-hab-northern-cumberland-plateau-section
Northern Cumberland Plateau Section ,bailey-hab-northern-cumberland-plateau-section
211F,bailey-hab-northern-glaciated-allegheny-plateau-section
Northern Glaciated Allegheny Plateau Section,bailey-hab-northern-glaciated-allegheny-plateau-section
212T,bailey-hab-northern-green-bay-lobe-section
Northern Green Bay Lobe Section ,bailey-hab-northern-green-bay-lobe-section
212X,bailey-hab-northern-highlands-section
Northern Highlands Section ,bailey-hab-northern-highlands-section
212H,bailey-hab-northern-lower-peninsula-section
Northern Lower Peninsula Section,bailey-hab-northern-lower-peninsula-section
212M,bailey-hab-northern-minnesota-and-ontario-section
Northern Minnesota and Ontario Section ,bailey-hab-northern-minnesota-and-ontario-section
212N,bailey-hab-northern-minnesota-drift-and-lake-plains-section
Northern Minnesota Drift and Lake Plains Section,bailey-hab-northern-minnesota-drift-and-lake-plains-section
341E,bailey-hab-northern-mono-section
Northern Mono Section ,bailey-hab-northern-mono-section
M331I,bailey-hab-northern-parks-and-ranges-section
Northern Parks and Ranges Section,bailey-hab-northern-parks-and-ranges-section
M221A,bailey-hab-northern-ridge-and-valley-section
Northern Ridge and Valley Section,bailey-hab-northern-ridge-and-valley-section
331J,bailey-hab-northern-rio-grande-basin-section
Northern Rio Grande Basin Section,bailey-hab-northern-rio-grande-basin-section
M332B,bailey-hab-northern-rockies-and-bitterroot-valley-section
Northern Rockies and Bitterroot Valley Section ,bailey-hab-northern-rockies-and-bitterroot-valley-section
M333C,bailey-hab-northern-rockies-section
Northern Rockies Section ,bailey-hab-northern-rockies-section
M333,bailey-hab-northern-rocky-mountain-forest-steppe-coniferous-forest-alpine-meadow-province
Northern Rocky Mountain Forest Steppe Coniferous Forest Alpine Meadow Province,bailey-hab-northern-rocky-mountain-forest-steppe-coniferous-forest-alpine-meadow-province
212L,bailey-hab-northern-superior-uplands-section
Northern Superior Uplands Section,bailey-hab-northern-superior-uplands-section
315F,bailey-hab-northern-texas-high-plains-section
Northern Texas High Plains Section,bailey-hab-northern-texas-high-plains-section
211G,bailey-hab-northern-unglaciated-allegheny-plateau-section
Northern Unglaciated Allegheny Plateau Section,bailey-hab-northern-unglaciated-allegheny-plateau-section
212S,bailey-hab-northern-upper-peninsula-section
Northern Upper Peninsula Section,bailey-hab-northern-upper-peninsula-section
342B,bailey-hab-northwestern-basin-and-range-section
Northwestern Basin and Range Section ,bailey-hab-northwestern-basin-and-range-section
331D,bailey-hab-northwestern-glaciated-plains-section
Northwestern Glaciated Plains Section,bailey-hab-northwestern-glaciated-plains-section
255C,bailey-hab-oak-woods-and-prairies-section
Oak Woods and Prairies Section,bailey-hab-oak-woods-and-prairies-section
M333A,bailey-hab-okanogan-highland-section
Okanogan Highland Section,bailey-hab-okanogan-highland-section
M242A,bailey-hab-oregon-and-washington-coast-ranges-section
Oregon and Washington Coast Ranges Section,bailey-hab-oregon-and-washington-coast-ranges-section
251E,bailey-hab-osage-plains-section
Osage Plains Section,bailey-hab-osage-plains-section
M231,bailey-hab-ouachita-mixed-forest-meadow-province
Ouachita Mixed Forest Meadow Province ,bailey-hab-ouachita-mixed-forest-meadow-province
M231A,bailey-hab-ouachita-mountains-section
Ouachita Mountains Section ,bailey-hab-ouachita-mountains-section
232,bailey-hab-outer-coastal-plain-mixed-forest-province
Outer Coastal Plain Mixed Forest Province,bailey-hab-outer-coastal-plain-mixed-forest-province
M331D,bailey-hab-overthrust-mountains-section
Overthrust Mountains Section,bailey-hab-overthrust-mountains-section
342C,bailey-hab-owyhee-uplands-section
Owyhee Uplands Section,bailey-hab-owyhee-uplands-section
M223,bailey-hab-ozark-broadleaf-forest-meadow-province
Ozark Broadleaf Forest Meadow Province ,bailey-hab-ozark-broadleaf-forest-meadow-province
223A,bailey-hab-ozark-highlands-section
Ozark Highlands Section,bailey-hab-ozark-highlands-section
242,bailey-hab-pacific-lowland-mixed-forest-province
Pacific Lowland Mixed Forest Province,bailey-hab-pacific-lowland-mixed-forest-province
313D,bailey-hab-painted-desert-section
Painted Desert Section ,bailey-hab-painted-desert-section
331A,bailey-hab-palouse-prairie-section
Palouse Prairie Section,bailey-hab-palouse-prairie-section
315A,bailey-hab-pecos-valley-section
Pecos Valley Section ,bailey-hab-pecos-valley-section
331G,bailey-hab-powder-river-basin-section
Powder River Basin Section ,bailey-hab-powder-river-basin-section
255,bailey-hab-prairie-parkland-subtropical-province
Prairie Parkland (Subtropical) Province,bailey-hab-prairie-parkland-subtropical-province
251,bailey-hab-prairie-parkland-temperate-province
Prairie Parkland (Temperate) Province,bailey-hab-prairie-parkland-temperate-province
242A,bailey-hab-puget-trough-section
Puget Trough Section ,bailey-hab-puget-trough-section
251A,bailey-hab-red-river-valley-section
Red River Valley Section ,bailey-hab-red-river-valley-section
315E,bailey-hab-rio-grande-plain-section
Rio Grande Plain Section,bailey-hab-rio-grande-plain-section
315C,bailey-hab-rolling-plains-section
Rolling Plains Section,bailey-hab-rolling-plains-section
M313B,bailey-hab-sacramento-monzano-mountains-section
Sacramento Monzano Mountains Section,bailey-hab-sacramento-monzano-mountains-section
M261F,bailey-hab-sierra-nevada-foothills-section
Sierra Nevada Foothills Section,bailey-hab-sierra-nevada-foothills-section
M261E,bailey-hab-sierra-nevada-section
Sierra Nevada Section ,bailey-hab-sierra-nevada-section
M261,bailey-hab-sierran-steppe-mixed-forest-coniferous-forest-alpine-meadow-province
Sierran Steppe Mixed Forest Coniferous Forest Alpine Meadow Province,bailey-hab-sierran-steppe-mixed-forest-coniferous-forest-alpine-meadow-province
342D,bailey-hab-snake-river-basalts-and-basins-section
Snake River Basalts and Basins Section,bailey-hab-snake-river-basalts-and-basins-section
322B,bailey-hab-sonoran-desert-section
Sonoran Desert Section,bailey-hab-sonoran-desert-section
332F,bailey-hab-south-central-and-red-bed-plains-section
South Central and Red Bed Plains Section,bailey-hab-south-central-and-red-bed-plains-section
222J,bailey-hab-south-central-great-lakes-section
South Central Great Lakes Section ,bailey-hab-south-central-great-lakes-section
332E,bailey-hab-south-central-great-plains-section
South Central Great Plains Section ,bailey-hab-south-central-great-plains-section
M331G,bailey-hab-south-central-highlands-section
South Central Highlands Section,bailey-hab-south-central-highlands-section
341F,bailey-hab-southeastern-great-basin-section
Southeastern Great Basin Section,bailey-hab-southeastern-great-basin-section
231,bailey-hab-southeastern-mixed-forest-province
Southeastern Mixed Forest Province,bailey-hab-southeastern-mixed-forest-province
231A,bailey-hab-southern-appalachian-piedmont-section
Southern Appalachian Piedmont Section,bailey-hab-southern-appalachian-piedmont-section
232J,bailey-hab-southern-atlantic-coastal-plains-and-flatwoods-section
Southern Atlantic Coastal Plains and Flatwoods Section ,bailey-hab-southern-atlantic-coastal-plains-and-flatwoods-section
261B,bailey-hab-southern-california-coast-section
Southern California Coast Section,bailey-hab-southern-california-coast-section
M262B,bailey-hab-southern-california-mountain-and-valley-section
Southern California Mountain and Valley Section,bailey-hab-southern-california-mountain-and-valley-section
M261D,bailey-hab-southern-cascades-section
Southern Cascades Section,bailey-hab-southern-cascades-section
231C,bailey-hab-southern-cumberland-plateau-section
Southern Cumberland Plateau Section,bailey-hab-southern-cumberland-plateau-section
331B,bailey-hab-southern-high-plains-section
Southern High Plains Section,bailey-hab-southern-high-plains-section
234A,bailey-hab-southern-mississippi-alluvial-plain-section
Southern Mississippi Alluvial Plain Section,bailey-hab-southern-mississippi-alluvial-plain-section
M331F,bailey-hab-southern-parks-and-rocky-mountain-range-section
Southern Parks and Rocky Mountain Range Section,bailey-hab-southern-parks-and-rocky-mountain-range-section
231D,bailey-hab-southern-ridge-and-valley-section
Southern Ridge and Valley Section ,bailey-hab-southern-ridge-and-valley-section
M331,bailey-hab-southern-rocky-mountain-steppe-open-woodland-coniferous-forest-alpine-meadow-province
Southern Rocky Mountain Steppe Open Woodland Coniferous Forest Alpine Meadow Province,bailey-hab-southern-rocky-mountain-steppe-open-woodland-coniferous-forest-alpine-meadow-province
212J,bailey-hab-southern-superior-uplands-section
Southern Superior Uplands Section,bailey-hab-southern-superior-uplands-section
221E,bailey-hab-southern-unglaciated-allegheny-plateau-section
Southern Unglaciated Allegheny Plateau Section,bailey-hab-southern-unglaciated-allegheny-plateau-section
222K,bailey-hab-southwestern-great-lakes-morainal-section
Southwestern Great Lakes Morainal Section,bailey-hab-southwestern-great-lakes-morainal-section
212Y,bailey-hab-southwest-lake-superior-clay-plain-section
Southwest Lake Superior Clay Plain Section,bailey-hab-southwest-lake-superior-clay-plain-section
315,bailey-hab-southwest-plateau-and-plains-dry-steppe-and-shrub-province
Southwest Plateau and Plains Dry Steppe and Shrub Province,bailey-hab-southwest-plateau-and-plains-dry-steppe-and-shrub-province
211E,bailey-hab-st-lawrence-and-champlain-valley-section
St Lawrence and Champlain Valley Section ,bailey-hab-st-lawrence-and-champlain-valley-section
321B,bailey-hab-stockton-plateau-section
Stockton Plateau Section,bailey-hab-stockton-plateau-section
M341B,bailey-hab-tavaputs-plateau-section
